PreviousSalePrice,PropertyTaxRate,SquareFootage,BackyardSpace,AgeOfHome,IsLuxury,Floors,Fireplace_Yes,Garage_Yes,Price
267534.5034,1.16,1798.99,743.83,14.89,1,2,False,False,422776.1832
50073.08318,0.87,550.0,466.3,35.79,0,1,False,False,119279.6245
236477.421,3.09,1065.39,160.6,86.56,1,1,False,False,373527.7319
207479.7255,2.07,730.03,631.71,57.13,0,2,False,False,183107.5642
529601.5947,0.5,1259.71,482.01,10.05,1,2,False,True,313323.3904
16130.50967,1.86,1010.89,581.64,11.69,0,1,True,False,116897.0428
166669.7572,1.68,1401.47,762.11,80.21,0,1,False,True,277499.6342
137220.1701,1.96,550.0,143.45,80.88,0,2,False,False,266981.4133
165208.5865,1.36,1002.49,354.22,106.01,0,1,False,True,176391.7665
95153.28566,1.98,550.0,426.87,52.36,1,2,True,False,140598.8579
335733.7557,0.72,1599.49,726.01,8.76,1,1,False,False,485170.8378
61155.96443,1.26,786.48,247.96,58.07,0,1,True,False,128433.5857
155384.2047,1.32,550.0,528.74,56.82,0,1,False,True,198085.8702
81707.22162,1.15,1105.34,368.58,66.18,0,1,False,False,168283.7713
221969.6997,1.25,550.0,545.0,59.08,0,1,True,False,197659.791
335460.7798,0.87,691.05,1185.71,21.72,1,2,False,False,356639.1253
123157.6374,1.32,767.75,457.76,64.96,0,1,False,True,181429.723
631899.7745,1.02,1431.56,277.35,13.18,1,2,False,True,585482.7727
466062.0521,1.97,550.0,903.12,63.09,1,2,False,True,319296.6176
16624.65884,2.16,852.57,97.21,34.81,0,1,False,True,113695.3777
262199.615,1.3,587.82,756.76,35.71,1,1,False,False,324888.5534
266783.4487,2.18,779.75,65.34,28.84,1,1,True,True,200772.9864
562735.5075,2.45,939.55,468.79,103.39,1,1,False,True,410357.2197
196798.878,1.91,550.0,450.47,150.73,0,1,False,False,213777.2447
661316.4645,1.58,1761.18,48.26,46.07,1,1,False,False,657127.9763
52801.80291,1.09,557.98,59.19,51.15,0,1,False,True,131819.8828
166357.3197,3.13,550.0,31.71,177.87,0,1,False,False,177858.1949
221503.7505,0.57,799.4,458.46,81.22,0,1,False,False,269419.3537
355007.569,1.45,1050.81,864.6,0.17,1,1,False,False,409150.0566
269936.4519,1.17,834.54,1030.56,18.63,0,1,False,False,178832.3372
362352.5963,0.8,1275.98,299.18,42.59,1,1,False,True,498000.8251
298120.5774,1.31,965.59,721.2,9.17,0,1,False,False,268929.6573
202602.2106,1.59,974.8,278.95,54.53,0,1,True,True,193324.0549
80359.30542,1.55,550.0,853.26,30.6,0,1,False,False,156166.44
82104.41899,1.71,1238.69,1112.74,48.1,0,1,True,False,180250.0277
316437.5183,0.99,553.44,886.46,85.24,0,1,False,True,323789.908
310406.7096,1.43,1040.24,518.55,59.55,1,1,True,True,254143.551
308536.2826,1.02,1068.77,414.37,46.43,1,1,False,False,323022.2186
328083.4477,0.99,903.05,631.11,42.27,1,1,False,True,445125.9499
837070.9985,0.89,2526.53,700.53,5.82,1,1,True,True,1045707.039
602019.1851,0.82,1873.84,723.11,24.27,1,1,False,False,442637.1756
805392.1752,1.46,1789.2,575.16,29.52,1,1,True,False,527678.7966
148084.1292,1.28,1450.43,892.14,2.39,0,1,False,False,195341.3991
468310.7527,1.86,1547.53,455.17,15.39,1,1,False,False,699531.7831
160202.3634,1.42,973.81,615.27,95.66,0,1,False,True,177518.1051
490452.6457,1.76,1556.04,129.86,29.92,1,1,False,True,370224.1326
349307.7433,2.02,601.46,414.33,34.92,1,1,False,True,285644.6181
168635.6435,1.67,603.88,663.77,58.78,0,1,False,True,189805.7933
366630.5464,1.39,1496.96,729.14,57.47,1,1,False,False,525873.6076
342796.9737,1.75,1151.39,1200.29,98.41,1,2,False,False,267071.2183
276464.0483,1.54,1280.45,777.26,71.64,0,1,False,False,341905.6708
177877.3161,1.89,1109.14,358.51,50.34,1,1,False,False,318574.8172
310392.0043,1.12,837.79,745.25,57.67,1,2,False,False,298930.5856
108191.0264,1.45,695.32,643.56,44.13,0,1,True,False,153457.8801
211262.4756,1.03,1384.6,246.71,68.81,0,1,False,False,265184.1466
423250.8321,2.35,1061.82,430.98,20.78,1,2,False,False,407161.2967
377980.0418,2.0,1679.32,407.86,98.62,1,1,False,False,487725.8608
426634.0984,1.27,1425.25,591.26,1.74,1,1,True,False,278722.1254
208991.5136,1.46,853.32,274.07,121.78,1,1,False,True,284402.3429
61585.24437,1.15,583.5,821.47,90.24,0,1,False,True,181831.7142
247773.101,2.68,1245.13,169.52,61.1,1,2,False,False,315298.5475
198381.3202,2.19,550.0,637.95,75.47,0,2,True,False,182354.8625
415354.7003,1.54,1024.25,423.29,21.27,1,1,True,False,309066.6847
13346.80843,1.66,550.0,116.54,152.41,0,2,False,True,110450.8527
415958.6386,1.39,1267.34,487.7,44.7,1,2,False,False,434904.4448
829207.4143,0.77,1875.44,663.72,72.2,0,1,False,False,1024519.119
420356.6998,1.55,1688.66,1177.54,16.91,1,1,True,False,301531.291
333732.4536,1.65,1493.17,277.14,0.29,0,1,False,False,264221.5762
270604.2798,0.54,550.0,349.43,42.73,1,1,False,True,453631.532
11848.54421,1.42,577.84,173.64,12.64,0,1,False,False,116678.9211
652987.1885,0.95,1429.85,251.0,83.6,1,1,True,True,456091.1396
185449.727,1.37,1423.83,62.69,64.17,0,1,False,False,196234.218
366455.8412,1.32,1388.79,710.95,36.91,1,2,False,True,339200.9901
770226.5585,2.4,1516.79,332.84,20.47,1,1,False,False,752492.1903
735956.2095,1.62,1702.8,691.93,17.33,1,2,True,False,326152.9331
829576.0237,0.85,1636.47,307.5,59.31,1,1,False,False,596790.302
214216.1815,1.56,550.0,225.53,39.84,0,2,False,True,202655.5484
23658.5459,1.2,1143.71,1080.91,13.19,0,1,True,False,111070.1369
212059.8364,1.3,1005.51,472.01,16.04,0,1,False,False,293761.1775
60428.82362,1.46,550.0,1021.63,51.14,0,1,False,False,142179.8808
495872.6611,1.33,1144.82,273.57,70.92,1,1,False,False,441797.6611
96827.65945,0.77,550.0,64.6,96.69,0,1,False,True,171020.9746
177535.5475,1.84,983.26,206.33,50.91,0,1,False,True,148126.1958
186866.9714,0.97,1336.16,398.12,78.26,1,2,False,False,316604.0103
140059.7426,1.34,1018.91,154.35,95.59,1,2,False,True,195394.9212
240847.2834,1.1,841.37,507.01,25.57,0,1,True,False,218833.1818
598327.0592,1.81,2233.04,603.29,67.79,1,2,False,True,645131.9324
506266.7364,1.07,1256.39,592.6,49.84,1,1,False,False,362670.4233
116372.7315,1.21,1168.67,750.11,56.8,0,1,False,False,175648.9446
172592.5019,1.05,978.82,703.47,51.73,0,1,False,False,212593.3699
396706.5208,0.86,1291.36,614.33,47.06,1,1,False,False,383859.4941
258884.3212,1.26,1059.66,669.51,8.86,1,1,False,False,325747.0083
374525.4551,1.01,1048.33,9.61,24.03,1,1,False,False,374402.1233
133799.7569,1.06,1946.34,521.38,4.85,0,1,False,False,182718.5298
95851.86024,2.21,550.0,664.58,71.47,0,1,True,True,175214.5163
202065.6799,1.88,550.0,871.5,0.56,1,1,False,False,391819.4093
3013.856578,1.86,563.33,268.21,35.55,0,1,False,True,99936.5567
263276.2461,1.45,1053.27,692.48,50.66,0,2,False,False,264591.9065
754888.9641,0.84,1294.63,975.53,12.56,1,2,False,True,509396.2491
318858.4163,1.7,902.17,470.33,29.77,1,2,False,False,434616.1834
461783.1151,1.0,984.26,595.94,11.46,0,1,True,False,274760.2602
89342.32242,2.29,1245.26,116.53,69.73,1,1,False,False,182751.0539
442920.1756,1.28,1167.52,414.24,30.2,1,1,False,False,667307.0133
222016.1772,1.56,1152.94,188.76,54.0,1,1,False,False,338734.8157
254820.3219,1.78,550.0,755.2,13.46,1,2,True,False,245825.9151
395890.0818,1.49,1755.48,140.31,9.17,0,1,True,False,392429.0313
512508.5385,1.32,1687.01,48.68,79.76,1,1,False,False,401983.7276
760692.8731,0.31,1440.64,813.66,37.91,1,2,True,False,509865.6213
510303.3374,1.19,2043.27,715.98,8.58,1,1,False,False,397345.969
463662.0609,1.87,1551.51,285.33,59.96,0,1,False,False,244113.9497
18672.51448,0.66,550.0,862.81,57.79,0,1,False,False,107197.9481
533514.3498,2.0,1635.03,944.49,78.79,1,1,False,True,565634.5769
209947.6722,1.65,1029.58,536.85,5.11,0,1,False,True,194939.3225
522381.8816,1.58,1635.13,285.85,8.43,1,1,True,False,419292.4776
254395.5888,1.91,550.0,710.84,106.19,1,1,False,False,185130.3115
55395.38916,0.87,550.0,578.73,17.17,0,1,True,False,123193.9487
214696.5807,1.96,1149.79,294.11,91.85,1,1,False,False,335479.1449
106830.2166,1.73,550.0,287.07,38.38,0,1,False,True,176632.1144
217650.6843,0.65,980.17,609.2,85.98,0,1,False,False,241697.619
142714.2018,1.59,1558.71,700.13,18.05,0,1,True,True,207393.2342
234284.394,2.43,680.25,532.37,70.65,1,1,False,True,380064.2378
418056.8035,1.24,1537.35,659.73,34.3,1,1,False,True,271185.4808
382698.4231,1.93,1169.91,608.68,54.9,1,1,False,False,287671.3808
70039.72972,1.99,636.04,150.3,91.23,0,1,True,False,157110.9364
320882.9168,1.12,558.32,734.6,38.79,0,1,False,True,260957.2328
223043.6377,1.12,1400.76,535.98,19.01,1,1,False,True,408102.7685
93677.63653,1.15,828.83,65.86,1.69,0,1,False,False,168100.8249
421392.4962,0.9,825.1,1158.99,36.68,0,2,True,False,225913.5844
244161.9048,1.41,966.69,583.37,19.26,0,1,False,False,254894.2626
275795.34,1.72,708.12,427.97,34.8,1,1,False,False,283743.8872
700466.1435,0.85,1619.5,362.7,40.47,1,1,False,False,837806.1976
223887.0399,2.17,994.94,507.81,104.41,1,1,True,False,374997.0191
508015.2438,0.39,764.52,386.47,0.38,0,1,False,False,237290.0276
29693.59482,1.71,558.97,180.3,29.19,0,1,False,False,128107.9482
22668.00959,2.32,550.0,851.91,70.21,0,1,False,False,115156.9002
217238.0406,0.93,1179.79,348.42,57.55,1,1,True,True,288091.6363
361910.7956,1.56,2024.4,689.65,8.31,1,1,False,False,339707.7197
232930.0119,1.6,907.46,312.55,24.74,1,2,False,True,415807.0875
580959.1933,1.21,1622.41,949.82,7.95,1,1,False,True,557363.1589
53436.7072,0.83,652.25,683.35,17.09,0,1,True,False,154249.565
363037.3985,1.28,1078.54,674.21,17.15,0,1,False,True,280964.1246
320337.2467,1.53,760.67,98.23,68.42,1,1,False,True,297161.0335
186164.8468,1.01,550.0,336.53,56.55,0,1,True,False,271978.4914
344588.8785,1.55,1499.56,103.21,8.44,1,1,False,False,523913.4523
277952.8699,2.14,550.0,115.61,62.53,1,1,False,False,377964.1922
293880.5894,1.26,1522.4,247.56,26.49,1,1,True,False,328886.6243
59711.34511,1.03,1130.17,619.97,49.97,0,1,False,False,161003.0709
635898.9889,2.07,1287.27,964.39,28.68,1,1,True,False,590336.7802
683435.7966,1.23,1647.78,408.61,23.73,1,2,False,False,460665.7046
463228.4463,1.28,1747.75,651.49,8.88,1,1,False,True,521223.2561
209435.4559,2.39,1114.92,597.83,89.57,0,1,True,False,212495.787
416041.3085,2.55,1363.54,229.35,55.7,1,2,False,False,651993.5077
408729.6267,1.62,756.23,1392.16,61.86,0,1,False,False,426944.4873
144078.848,2.51,1008.1,764.26,86.49,0,1,True,False,188491.6851
167716.6407,0.55,688.72,1038.51,25.35,1,1,True,True,288793.2703
306389.4055,1.19,550.0,394.79,31.02,0,1,False,False,271838.2534
549893.9634,1.09,1119.83,122.95,41.72,1,2,False,False,643258.8816
654222.9907,1.11,1899.3,447.03,8.82,1,1,False,False,503314.3608
278904.5951,1.7,820.88,116.81,10.35,1,1,False,True,349996.2652
43772.6327,2.95,550.0,572.73,79.91,0,1,True,False,110050.8784
201790.0964,2.07,829.58,384.04,81.71,0,1,True,True,250513.3016
463327.7776,1.18,585.68,1039.26,108.79,1,2,False,False,487805.8679
536409.8922,1.71,1561.0,643.29,83.69,1,1,False,False,702986.559
625562.7251,1.46,2405.15,421.76,23.49,1,1,False,False,669899.8306
517467.6186,2.08,1248.45,485.22,8.95,1,1,True,False,387250.9039
328655.7388,1.24,1307.78,755.8,1.72,1,1,False,True,296187.9885
200389.3077,1.73,1264.09,383.4,13.59,1,1,False,False,331801.1473
282566.0241,1.05,922.13,1374.65,43.97,1,1,False,False,316262.8685
129320.0743,1.91,550.0,302.87,42.09,0,2,False,True,155752.5599
234023.3346,1.27,1059.86,702.92,95.11,0,2,True,True,374382.3752
402405.7518,1.7,1459.44,807.54,23.63,0,2,False,True,254732.3594
291841.2798,0.81,823.34,746.56,79.91,0,1,True,False,246250.2837
586801.0909,2.2,1659.0,329.73,58.54,1,1,False,True,477409.4396
357762.4838,1.16,1656.84,433.85,74.15,0,1,False,True,525579.2303
155812.4042,1.14,550.0,424.6,15.98,0,1,False,False,196579.568
51498.06209,1.86,690.85,463.16,65.32,0,1,False,False,135762.7724
143128.438,1.09,719.94,441.85,47.4,0,1,False,False,198891.1837
187908.5068,1.64,550.0,567.83,87.98,0,1,False,True,168746.1723
173964.3149,1.49,738.18,515.33,77.13,0,1,False,True,244045.5199
530903.3731,1.92,1520.86,464.08,58.45,1,1,True,False,358909.4737
421953.5409,1.82,1331.5,355.76,0.47,1,2,False,True,371156.6215
231484.3086,2.11,1142.73,459.29,58.58,1,1,False,False,309380.0587
639166.3694,1.95,1207.99,617.54,17.12,1,1,False,True,395342.5076
159308.6831,1.25,550.0,527.12,14.44,0,1,False,True,160474.9654
538517.9078,2.5,1910.04,498.54,70.08,1,1,False,False,451307.7722
164529.1517,1.44,652.27,631.93,53.99,0,1,False,False,244951.2147
588595.9354,2.12,1377.51,33.1,62.77,1,1,False,False,329381.1695
649539.8808,1.66,1667.3,592.47,30.15,1,1,True,False,340496.3677
129346.5577,1.4,550.0,335.2,111.49,0,1,False,True,179713.0449
263072.4407,2.24,550.0,466.04,57.11,1,1,False,False,323049.1251
318302.1394,1.17,1356.12,573.66,4.38,1,1,False,False,506658.1601
76286.35004,1.58,676.08,712.62,82.09,0,1,False,False,139012.3328
255977.0197,1.99,808.65,624.84,21.94,0,1,True,True,265790.3215
220569.3106,1.69,872.78,351.0,25.18,1,1,False,False,380733.0623
279371.8426,1.73,1758.29,244.15,35.71,1,2,True,True,419852.876
56922.47986,1.21,979.48,224.8,42.91,0,1,True,False,129666.8694
281741.1885,0.75,1403.77,129.39,3.47,1,1,False,True,472529.7265
232764.3257,1.42,1140.45,1068.53,78.47,1,1,True,False,425167.2697
146352.1329,1.68,1133.97,498.38,16.14,1,1,False,False,291554.8425
473026.0066,1.54,1199.42,752.48,111.68,1,1,True,False,394821.0768
263775.3854,2.0,986.66,490.08,11.94,0,1,False,False,276946.0848
18504.52608,1.01,550.0,364.47,91.72,0,1,False,True,110779.6411
346261.3087,1.21,1963.87,607.45,78.78,1,1,True,True,309154.0514
145960.6322,1.43,550.0,674.23,10.67,0,1,False,False,230280.9959
333621.4196,2.02,1349.61,565.76,23.47,1,1,False,True,508459.2489
1099354.634,0.94,2170.86,929.36,30.47,1,1,False,False,720948.6752
35257.12084,1.83,550.0,61.99,49.1,0,1,False,False,112697.6057
323044.9573,1.88,1457.02,193.61,49.06,1,1,False,False,516899.9028
18130.86252,1.3,1001.2,463.06,38.35,0,1,True,True,108071.4045
217908.7738,1.75,571.99,1014.71,6.24,1,1,True,True,296815.2986
22214.85962,1.47,874.34,631.09,1.85,0,1,True,False,109258.2332
228638.1768,1.8,620.25,387.32,9.51,0,1,False,False,269316.6177
59680.49372,1.53,717.8,524.78,78.09,0,1,False,True,150688.617
518092.7938,3.15,1115.97,443.06,48.01,0,1,True,False,254493.4606
328402.3993,1.58,1360.15,301.75,21.62,0,1,True,False,244824.7969
595937.3834,0.17,1523.73,503.4,4.18,1,1,False,False,596493.3763
400560.8235,1.22,820.43,573.52,29.49,1,1,True,False,209952.1873
278108.4628,2.05,1188.92,835.27,71.35,0,1,False,True,245731.7371
700924.5861,0.64,1860.12,607.87,7.94,1,2,True,True,829612.6819
335878.0858,1.53,855.68,556.58,30.63,1,1,True,False,473517.8678
95843.97767,0.3,1062.47,78.23,67.35,0,1,True,False,155965.7046
414714.8725,1.83,1314.29,614.58,37.32,1,1,False,True,447702.5196
149754.6459,1.33,550.0,274.94,45.06,0,1,False,False,203789.1138
170605.7671,1.22,1455.53,629.97,63.87,0,1,True,False,273342.7544
26565.96655,1.76,1034.69,310.93,153.65,0,1,False,True,115497.4784
276792.4655,0.41,984.45,674.07,55.07,0,2,True,False,242020.756
228327.9146,1.38,1002.7,1018.61,39.66,1,2,True,True,329232.3675
341547.2895,1.07,1065.79,477.23,3.46,1,1,False,True,534702.9622
164798.1988,1.8,759.96,576.92,48.31,1,1,False,True,241167.3799
306358.7502,1.79,678.96,359.9,6.65,0,1,False,False,239748.4523
428472.8809,1.96,1634.97,873.35,15.26,1,2,False,False,649626.5373
69320.97968,1.87,550.0,1039.36,8.14,0,1,True,False,162099.2676
242087.3562,1.99,1002.01,755.42,60.79,0,1,False,False,216365.0686
126891.0026,2.23,550.0,691.0,62.45,0,2,True,True,239314.4644
797067.4646,1.51,1457.84,467.27,5.81,1,1,False,False,633611.6607
814878.8795,1.36,1216.33,298.63,10.06,1,1,False,False,722574.6253
188380.4821,1.66,1249.1,63.7,69.21,1,1,False,False,309291.2277
28130.53883,2.29,550.0,125.81,75.29,0,1,False,True,116809.1831
210986.8417,1.59,751.96,810.74,4.06,0,1,False,False,232685.5868
133838.7142,1.38,749.78,502.64,71.09,1,1,False,False,237711.8506
319189.3256,1.61,1412.23,827.51,55.21,0,1,False,True,228863.4452
495897.6888,2.33,965.69,657.99,83.45,1,1,False,False,394713.9116
572143.591,1.03,1335.3,635.28,28.55,1,1,False,True,662215.8511
657827.0912,1.37,1809.96,826.48,67.94,1,1,False,True,822630.8227
512392.2296,1.37,1255.55,806.02,22.98,1,1,False,False,372908.5072
145654.911,1.98,550.0,57.57,26.62,0,1,False,True,252869.9017
490457.0292,1.39,1523.17,1003.37,90.32,1,2,False,False,295342.0273
164935.7466,1.55,682.7,255.42,111.7,0,1,False,False,205364.9148
197479.9571,2.19,1170.14,757.79,30.19,0,1,True,True,210386.9226
554451.477,0.56,2188.24,793.71,31.85,1,1,False,False,792902.0333
301192.8383,1.46,651.47,514.8,4.57,1,1,False,False,403545.9514
74694.14436,2.02,550.0,621.03,52.95,0,1,False,True,127334.7909
87667.44339,1.44,550.0,196.71,83.06,0,1,False,False,171925.6082
397091.9479,2.38,1230.45,588.84,114.55,0,1,True,False,406482.6391
240467.6221,1.68,1417.36,391.11,39.82,1,1,False,True,302507.2463
279970.954,0.78,711.07,809.8,13.09,1,1,True,False,364932.4281
287370.1636,1.23,891.62,453.52,40.38,1,1,True,False,375795.8439
219430.4552,1.38,550.0,1080.29,59.29,1,1,False,False,244580.9873
127906.5423,1.71,1318.79,404.84,18.18,0,1,False,True,226594.365
164522.6787,1.36,1158.98,126.54,84.29,0,1,False,True,278686.3938
482298.0464,1.77,1662.03,450.05,14.68,1,2,False,False,562834.5465
354366.7788,1.45,1551.81,171.86,10.07,0,1,True,False,513018.4992
321002.4028,0.91,1083.87,156.66,27.67,0,1,True,False,239373.3608
403933.0113,1.37,851.23,496.61,20.81,0,1,False,False,257144.2688
679568.774,0.98,1545.13,163.93,24.35,1,1,False,False,629971.2026
486542.0495,2.0,1022.41,504.11,39.65,1,1,False,False,500877.557
441603.7678,2.18,1215.43,114.55,33.75,1,1,True,False,650465.8666
370102.5654,1.68,821.43,800.0,35.88,1,1,False,False,554555.2712
548888.5891,0.62,1016.68,1288.22,58.44,1,1,False,True,316276.3761
227613.9937,1.34,550.0,517.39,37.11,0,2,True,True,230680.7247
61486.69821,1.89,679.42,622.02,44.3,0,1,True,False,138047.5627
214373.7405,0.79,1500.21,743.08,23.18,0,1,False,True,178033.013
177724.2175,1.61,550.0,875.37,45.64,1,1,False,True,244754.6816
161962.4873,0.93,1006.86,62.78,58.7,1,1,False,False,283570.2735
232939.9465,0.77,818.02,356.03,17.02,0,1,False,False,226658.9276
82855.67298,1.1,587.12,786.47,41.03,0,1,False,False,165611.8879
358485.656,1.89,1233.39,1103.46,32.33,1,1,False,True,293993.3106
507697.8447,1.6,1842.17,630.94,19.25,1,1,False,False,748256.0279
668283.1176,1.84,1486.54,590.92,31.47,1,1,True,False,443253.3088
76684.15494,1.46,1146.31,564.3,50.97,0,1,False,False,173014.2408
235684.5044,1.34,1155.62,464.49,49.99,0,1,False,False,377986.588
28865.00638,1.45,811.98,322.37,96.55,0,1,True,False,106891.5287
361439.7058,1.97,1391.84,388.21,3.62,0,1,False,False,285629.8997
192954.2589,1.43,1176.34,916.2,42.31,1,1,False,False,292801.6032
344195.7985,2.05,1728.37,892.69,1.28,1,2,False,False,393769.5176
491046.6816,0.65,843.91,782.47,68.35,1,1,True,True,285174.082
187134.6322,1.6,930.21,566.0,34.76,0,1,False,False,241370.1502
255872.3588,1.55,551.61,547.19,32.35,1,1,False,False,321465.721
494645.3531,0.47,1292.55,692.31,16.89,1,1,True,True,653098.2287
431491.5291,1.11,1412.25,777.83,15.21,1,1,False,True,453458.35
262166.6519,1.59,638.38,710.83,101.86,1,1,True,True,301173.9556
269887.9081,2.43,550.0,46.35,68.14,0,1,False,False,256411.2358
56208.60556,1.42,550.0,389.08,42.52,0,1,False,False,151346.0076
166410.6223,2.53,1520.84,69.47,47.77,0,1,False,False,176184.984
176268.6847,0.46,550.0,802.57,36.04,0,1,False,False,240155.1237
502753.5773,1.07,550.0,507.76,9.2,1,1,False,True,382450.2242
151235.7966,2.08,626.39,304.24,41.71,0,1,False,False,173320.6069
187325.0791,1.27,550.0,358.44,82.54,0,1,False,False,167505.027
615739.7905,1.76,1552.01,897.16,21.87,1,2,False,True,599887.6946
215962.4519,1.72,550.0,382.59,115.79,0,2,True,False,203564.234
195844.2193,0.75,847.5,450.23,32.08,0,1,True,False,226085.6429
481539.8968,1.35,1036.74,281.27,9.12,1,1,False,False,431806.1057
496885.595,1.47,1011.88,343.21,37.02,1,1,False,True,427831.505
159334.9473,1.46,1074.05,599.49,13.87,0,1,False,False,166979.9417
45714.92155,1.51,550.0,403.9,71.52,0,1,False,True,127009.0827
494261.7138,1.62,1220.62,634.88,70.15,1,1,True,False,478380.1245
149196.1255,1.96,931.48,441.0,41.32,0,1,False,False,189599.5983
194443.9266,1.4,550.0,1188.94,28.98,0,2,True,False,189162.786
428905.1684,1.86,1074.82,915.9,23.2,1,2,False,True,468140.4991
419401.5648,1.11,1782.12,399.94,81.16,1,1,False,False,374267.3556
278782.1027,1.55,678.77,559.45,18.94,1,1,False,True,298794.561
237751.4908,0.73,1599.41,1047.22,86.6,0,1,False,False,300770.4502
111487.6878,0.76,550.0,2.0,79.16,0,1,False,True,147211.5983
220017.1512,1.02,974.78,754.78,59.2,1,1,False,False,292000.4039
495032.9392,0.79,1758.17,285.33,41.34,1,2,True,False,343771.9532
220447.697,0.36,740.44,703.92,63.47,0,2,False,False,202333.7397
105826.265,1.19,550.0,84.42,106.41,0,2,True,False,189604.2308
301401.508,0.91,901.77,619.22,15.86,1,1,False,True,490302.2082
330775.3341,1.07,1073.95,663.46,59.85,0,1,False,False,247148.1142
224866.6197,1.39,600.98,116.32,15.31,0,1,False,False,211546.9364
104149.3632,1.46,894.95,452.22,49.25,0,1,False,False,147113.2338
332430.7059,0.66,550.0,718.57,118.78,1,1,False,False,286517.6173
14620.32686,0.99,550.0,680.53,85.3,1,1,False,True,93963.58358
217026.2738,2.1,674.53,281.42,24.47,0,2,True,False,215523.7457
5854.219094,1.48,740.05,400.04,53.38,0,1,False,False,98930.37526
92454.17153,1.61,1152.07,335.95,14.4,0,1,False,False,172170.5016
246715.1389,2.58,550.0,243.47,68.12,1,2,False,True,371056.8776
764659.9276,1.48,951.57,1060.24,49.48,1,1,False,True,586566.5032
481329.7949,2.35,1752.42,555.27,48.24,1,2,True,True,581250.1542
114958.2131,1.26,859.61,541.62,25.64,0,1,False,False,172043.805
624730.5383,0.17,1288.75,768.81,64.51,1,1,False,False,301692.7603
123306.3616,1.79,1082.1,249.98,35.97,0,1,False,False,146166.2415
499160.6854,1.2,1027.16,1154.71,1.11,1,1,False,False,400168.3896
484640.3531,1.82,1801.97,816.78,42.65,1,1,False,False,502261.871
211568.1943,2.06,1048.72,734.51,27.38,0,1,True,False,278569.6882
199366.6899,1.97,550.0,378.06,40.35,1,1,False,True,329273.5299
168180.8527,1.68,1258.21,186.08,59.26,0,1,False,True,196708.7074
367131.3661,1.43,1423.76,356.87,28.06,1,1,False,False,576780.8894
265508.2441,2.3,1036.05,577.03,58.88,1,1,False,False,446542.03
932767.5541,0.04,1659.9,839.69,30.98,0,2,False,False,544311.6782
693084.4985,1.24,1003.91,489.13,15.56,0,1,True,False,638951.9941
307951.4,2.14,859.22,933.22,28.73,1,1,True,False,403181.998
1043.931448,2.14,755.33,645.2,118.89,0,1,True,False,105444.823
75169.08727,1.72,625.88,314.46,52.93,0,1,True,False,138602.8269
385958.6291,0.96,550.0,290.39,14.88,0,1,False,False,278796.2627
454224.74,1.45,1075.66,526.25,47.39,1,1,True,False,368599.2912
67177.53037,0.48,662.79,403.94,36.21,0,1,False,True,126108.4073
348796.9462,1.21,862.04,23.67,89.78,1,2,False,False,433995.0296
507087.9736,1.32,1009.33,368.76,61.64,1,1,False,False,492566.1352
140849.1312,0.9,550.0,793.43,41.49,0,1,False,False,181434.0593
421200.9345,1.74,2117.97,595.72,64.1,1,1,False,False,543530.4933
336698.3623,1.61,1348.39,529.29,53.64,1,1,False,True,415681.7376
312343.702,1.74,913.84,919.24,94.23,1,1,False,True,289804.9546
313352.88,1.01,1113.68,911.15,74.51,0,2,True,False,210429.3823
10167.04321,2.0,883.65,181.05,53.21,1,1,False,False,117006.0878
20092.31553,0.61,550.0,424.57,78.62,0,1,False,True,99796.15875
234898.3678,1.6,550.0,232.4,41.46,0,1,False,True,216691.1785
135249.7958,1.25,550.0,803.59,7.29,0,1,True,False,186050.0754
571879.3969,0.37,1230.72,703.85,31.0,1,1,False,False,504297.1783
379575.9032,0.63,1647.17,543.04,16.23,1,1,False,False,533047.0772
-3498.926915,1.26,550.0,373.21,6.41,0,1,False,False,100454.2202
278699.4585,0.61,1051.64,572.91,43.72,0,1,False,False,243947.2442
302987.8519,1.27,968.74,349.9,90.61,0,1,False,False,214089.6239
416683.9676,1.13,1181.53,550.01,71.42,1,1,True,False,339797.2043
288087.9811,1.16,1037.77,22.57,14.34,1,1,False,True,410505.7881
226223.7925,1.85,1019.73,577.71,12.29,1,1,False,False,312135.2372
78858.28945,1.19,550.0,867.99,79.37,0,1,False,False,138517.8481
68558.52735,0.84,622.21,396.34,5.56,0,1,True,False,149241.5454
224414.2869,1.24,1286.1,363.99,13.8,0,1,False,False,231233.8333
69090.16399,1.7,550.0,306.83,81.51,0,1,False,True,203731.6781
178042.2356,1.25,725.08,489.23,29.16,0,1,False,True,208002.2829
-1965.596887,1.3,550.0,859.6,17.73,0,1,False,False,98488.29438
35980.10966,1.02,1917.9,339.31,87.0,0,1,False,True,123582.7738
331499.7481,1.93,1300.04,554.01,47.27,0,1,False,True,263745.9375
172317.0729,2.31,730.57,144.83,67.26,0,1,True,True,267934.4178
88794.30128,2.22,660.2,581.34,16.71,0,1,True,False,208361.4597
296406.4239,1.3,1231.41,247.54,26.01,0,2,False,True,257820.883
309520.0824,1.03,1287.98,519.49,5.64,1,1,False,False,344017.9281
960733.4222,1.76,981.2,737.05,51.92,1,1,False,True,571347.0956
134458.4354,1.76,1299.01,539.86,74.15,0,1,False,False,165322.2964
205918.2152,1.58,965.33,167.4,20.43,1,1,False,False,414467.0282
330826.6085,2.53,550.0,1.3,37.28,0,1,False,False,387918.9435
